Location ,Area,Room,Age,Num of Floor,Wash Room,Basment,Mount,Swimming Pool,Lawn,Kitchen,Bed_Room,Electric Connection,Gas Connection,Corner Plot,Solar System,Commercial,Business & Comminication,Price,Type
Model Town,10890,2,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,No,Yes,Yes,300000000,House
Model Town,5990,4,old,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,82500000,House
Model Town,10890,10,new,2,6,Yes,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,260000000,House
Model Town,5445,8,old,2,5,no,Yes,no,Yes,5,5,Yes,Yes,No,No,Yes,Yes,62000000,House
Model Town,2722,13,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,32000000,House
Model Town,2722,9,old,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,30000000,House
Model Town,10890,5,old,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,No,Yes,Yes,160000000,House
Model Town,10890,6,old,2,6,no,Yes,no,Yes,2,6,Yes,Yes,Yes,No,Yes,Yes,140000000,House
Model Town,2722,5,old,2,3,no,Yes,no,Yes,1,3,Yes,Yes,No,No,Yes,Yes,40000000,House
Model Town,8167,5,new,2,4,no,Yes,no,Yes,1,3,Yes,Yes,Yes,No,Yes,Yes,82500000,House
Model Town,10890,14,old,3,10,Yes,Yes,Yes,Yes,2,9,Yes,Yes,No,Yes,Yes,Yes,135000000,House
Model Town,38115,12,old,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,No,Yes,Yes,360000000,House
Model Town,10890,11,new,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,75000000,House
Model Town,8167,14,new,2,10,no,Yes,Yes,Yes,2,10,Yes,Yes,No,Yes,Yes,Yes,19500000,House
Model Town,2722,11,old,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,Yes,Yes,38500000,House
Model Town,2722,8,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,Yes,Yes,Yes,40000000,House
Model Town,3811,11,old,2,5,no,Yes,no,Yes,1,4,Yes,Yes,Yes,No,Yes,Yes,45000000,House
Model Town,10890,5,new,2,9,no,Yes,no,Yes,2,7,Yes,Yes,No,No,Yes,Yes,165000000,House
Model Town,5445,8,old,1,3,no,No,no,Yes,1,1,Yes,No,No,Yes,Yes,Yes,80000000,House
Model Town,21780,10,old,2,5,no,Yes,no,Yes,2,4,Yes,No,No,Yes,Yes,Yes,230000000,House
Model Town,5445,8,old,2,4,no,No,no,Yes,1,4,Yes,No,No,No,Yes,Yes,65000000,House
Model Town,5445,5,old,2,6,no,Yes,no,Yes,1,6,Yes,No,No,No,Yes,Yes,80000000,House
Model Town,5445,5,old,2,6,no,Yes,no,Yes,0,6,Yes,No,No,No,Yes,Yes,82000000,House
Model Town,5445,5,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,80000000,House
Model Town,16335,7,old,2,1,no,No,no,Yes,4,10,Yes,Yes,No,No,No,Yes,300000000,House
Model Town,7078,5,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,140000000,House
Model Town,16335,14,old,1,6,no,No,no,Yes,1,5,Yes,Yes,Yes,Yes,Yes,Yes,210000000,House
Model Town,16335,12,old,2,8,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,No,Yes,230000000,House
Model Town,10890,8,new,2,7,Yes,Yes,no,Yes,1,7,Yes,Yes,No,No,Yes,Yes,160000000,House
Model Town,10890,10,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,No,Yes,155000000,House
Model Town,8712,5,new,2,8,no,No,no,Yes,2,6,Yes,Yes,Yes,Yes,Yes,Yes,160000000,House
Model Town,16335,5,old,1,5,no,No,no,Yes,1,4,Yes,Yes,Yes,Yes,Yes,Yes,230000000,House
Model Town,545,2,new,1,1,Yes,Yes,no,No,1,2,Yes,No,No,No,No,Yes,5000000,Flat
Model Town,16335,9,new,2,8,no,No,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,230000000,House
Model Town,8167,4,old,2,5,no,No,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,80000000,House
Model Town,2722,1,old,4,2,no,No,no,Yes,1,0,Yes,Yes,No,No,No,Yes,22200000,Hall
Model Town,8712,20,old,1,8,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,160000000,House
Model Town,70785,26,old,2,8,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,230000000,House
Model Town,10890,20,new,2,8,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,160000000,House
Model Town,8712,21,new,2,9,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,170000000,House
Model Town,16335,28,old,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,No,Yes,Yes,240000000,House
Model Town,11434,30,new,2,8,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,Yes,Yes,165000000,House
Model Town,7078,15,new,1,6,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,100000000,House
Model Town,16335,10,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,Yes,No,No,Yes,240000000,House
Model Town,10890,33,old,3,10,no,Yes,no,Yes,2,9,Yes,Yes,No,Yes,Yes,Yes,135000000,House
Model Town,10890,18,old,1,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,170000000,House
Model Town,5445,17,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,80000000,House
Model Town,5445,19,new,2,7,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,No,Yes,55000000,House
Model Town,2722,10,old,1,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,33000000,House
Gardan Town,545,4,old,0,1,no,No,no,No,1,2,Yes,No,No,No,No,Yes,700000,Flat
Gardan Town,817,4,old,0,1,no,No,no,No,1,2,Yes,No,No,No,No,Yes,650000,Flat
Gardan Town,8167,20,new,2,6,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,No,Yes,80000000,House
Gardan Town,9801,25,old,2,10,no,Yes,no,Yes,2,12,Yes,Yes,No,Yes,No,Yes,200000000,House
Gardan Town,5445,15,old,2,8,no,Yes,no,Yes,1,9,Yes,Yes,No,Yes,No,Yes,210000000,House
Gardan Town,2722,18,old,2,9,no,Yes,no,Yes,2,8,Yes,Yes,No,No,No,Yes,150000000,House
Gardan Town,1633,8,old,0,2,no,No,no,No,1,4,Yes,Yes,No,Yes,Yes,Yes,25000000,Flat
Gardan Town,1089,5,old,0,1,no,No,no,No,1,2,Yes,Yes,No,No,Yes,Yes,20000000,Flat
Gardan Town,817,4,old,0,1,no,No,no,No,1,1,Yes,Yes,No,No,Yes,Yes,18000000,Flat
Gardan Town,327,2,old,0,1,no,No,no,No,0,1,Yes,No,No,No,No,Yes,800000,Flat
Gardan Town,10890,30,old,3,14,Yes,Yes,no,Yes,2,13,Yes,Yes,No,Yes,No,Yes,320000000,House
Gardan Town,2178,25,old,2,12,no,Yes,no,Yes,2,11,Yes,Yes,No,Yes,No,Yes,150000000,House
Gardan Town,2722,23,old,2,9,no,Yes,no,Yes,1,12,Yes,Yes,Yes,Yes,No,Yes,280000000,House
Gardan Town,10890,18,old,2,10,Yes,Yes,no,Yes,2,12,Yes,Yes,No,Yes,No,Yes,230000000,House
Gardan Town,5445,15,old,2,8,no,Yes,no,Yes,1,8,Yes,Yes,No,Yes,No,Yes,120000000,House
Gardan Town,3267,14,old,2,6,Yes,Yes,no,Yes,1,8,Yes,Yes,No,Yes,No,Yes,140000000,House
Gardan Town,2994,18,old,2,9,no,Yes,no,Yes,1,12,Yes,Yes,Yes,Yes,No,Yes,160000000,House
Gardan Town,2450,10,old,1,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,30000000,House
Gardan Town,5445,13,old,2,6,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,Yes,Yes,85000000,House
Gardan Town,3538,13,old,2,5,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,No,Yes,60000000,House
Gardan Town,5989,16,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,82000000,House
Gardan Town,5445,20,old,2,7,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,Yes,Yes,80000000,House
Gardan Town,5445,18,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,80000000,House
Gardan Town,5445,17,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,75000000,House
Gardan Town,5445,17,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,Yes,Yes,Yes,Yes,80000000,House
Gardan Town,5445,11,old,2,5,no,Yes,no,No,1,5,Yes,Yes,No,Yes,Yes,Yes,60000000,House
Gardan Town,21780,12,new,1,7,no,Yes,no,No,1,7,Yes,Yes,Yes,No,Yes,Yes,320000000,House
Gardan Town,10890,25,new,2,10,no,Yes,no,Yes,2,10,Yes,Yes,Yes,Yes,Yes,Yes,350000000,House
Gardan Town,8167,28,new,2,8,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,No,Yes,190000000,House
Gardan Town,16335,24,old,2,10,no,Yes,no,Yes,1,11,Yes,Yes,No,Yes,Yes,Yes,220000000,House
Gardan Town,6534,17,old,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,Yes,Yes,95000000,House
Muslim Town,9801,19,old,0,1,no,No,no,No,1,6,Yes,Yes,No,No,Yes,Yes,80000000,House
Muslim Town,21780,18,old,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,No,Yes,350000000,House
Muslim Town,22869,34,old,2,16,no,Yes,no,Yes,2,15,Yes,Yes,No,Yes,No,Yes,400000000,House
Muslim Town,21780,20,old,2,7,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,No,Yes,350000000,House
Muslim Town,8167,22,old,2,7,no,Yes,no,Yes,1,7,Yes,Yes,No,No,No,Yes,240000000,House
Muslim Town,5445,18,old,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,No,Yes,45000000,House
Muslim Town,1633,10,old,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,No,Yes,19000000,House
Muslim Town,8167,18,old,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,85000000,House
Muslim Town,1769,14,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,28000000,House
Muslim Town,24502,24,old,2,7,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,No,Yes,420000000,House
Muslim Town,5445,16,old,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,No,Yes,45000000,House
Muslim Town,10890,22,old,2,6,no,Yes,no,Yes,1,8,Yes,Yes,No,Yes,No,Yes,120000000,House
Muslim Town,10890,23,old,2,6,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,90000000,House
Muslim Town,12523,20,old,2,7,no,Yes,no,Yes,1,7,Yes,Yes,No,Yes,No,Yes,100000000,House
Muslim Town,2722,12,old,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,No,Yes,100000000,House
Muslim Town,545,11,old,2,7,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,No,No,20000000,House
Muslim Town,6534,18,old,2,7,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,No,No,70000000,House
Muslim Town,13612,24,old,2,7,no,Yes,no,Yes,1,9,Yes,Yes,No,Yes,No,Yes,250000000,House
Muslim Town,21780,28,old,2,7,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,No,Yes,350000000,House
Muslim Town,16335,22,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,180000000,House
Muslim Town,2722,12,old,2,5,no,Yes,no,Yes,1,4,Yes,Yes,No,No,No,Yes,35000000,House
Muslim Town,6534,18,old,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,No,No,Yes,53000000,House
Muslim Town,10890,28,old,2,7,no,Yes,no,Yes,2,7,Yes,Yes,Yes,Yes,Yes,Yes,139000000,House
Muslim Town,2994,15,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,35000000,House
Muslim Town,16335,25,old,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,No,No,Yes,200000000,House
Muslim Town,13068,18,old,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,95000000,House
Muslim Town,2722,15,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,35000000,House
Muslim Town,5445,18,old,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,52000000,House
Muslim Town,9801,24,old,2,9,no,Yes,no,Yes,2,8,Yes,Yes,No,No,No,Yes,65000000,House
Muslim Town,2722,14,new,2,6,no,Yes,no,Yes,1,4,Yes,Yes,Yes,No,No,Yes,35000000,House
Muslim Town,5172,16,new,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,No,No,Yes,65000000,House
Muslim Town,11434,18,old,2,4,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,90000000,House
Muslim Town,3811,18,old,2,10,no,Yes,no,Yes,1,11,Yes,Yes,No,Yes,Yes,Yes,55000000,House
Muslim Town,2178,15,old,2,6,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,Yes,Yes,25000000,House
Muslim Town,10890,24,old,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,Yes,Yes,80000000,House
Muslim Town,21780,28,old,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,160000000,House
Muslim Town,10890,26,old,2,7,no,Yes,no,Yes,1,6,Yes,Yes,No,No,No,Yes,100000000,House
Muslim Town,21780,35,old,3,11,no,Yes,no,Yes,2,10,Yes,Yes,No,No,No,Yes,280000000,House
Muslim Town,13612,28,old,2,10,no,Yes,no,Yes,2,10,Yes,Yes,No,Yes,No,Yes,100000000,House
Park View City,1361,14,new,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,No,Yes,Yes,15000000,House
Park View City,1361,12,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,Yes,Yes,18000000,House
Park View City,1361,14,new,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,160000000,House
Park View City,1361,12,new,2,4,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,19000000,House
Park View City,1361,13,new,2,4,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,20000000,House
Park View City,1089,15,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,No,Yes,Yes,18000000,House
Park View City,1361,14,new,2,4,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,17000000,House
Park View City,1361,13,new,2,4,no,Yes,no,Yes,2,5,Yes,Yes,Yes,No,Yes,Yes,20000000,House
Park View City,1361,14,new,2,4,no,Yes,no,Yes,2,5,Yes,Yes,No,No,Yes,Yes,19000000,House
Park View City,1361,14,new,2,4,no,Yes,no,No,1,5,Yes,Yes,Yes,No,Yes,Yes,18000000,House
Paragon City,1361,11,old,2,3,no,Yes,no,No,1,4,Yes,Yes,No,Yes,Yes,Yes,21000000,House
Paragon City,4900,15,old,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,No,Yes,Yes,54000000,House
Paragon City,1361,10,new,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,Yes,Yes,Yes,22000000,House
Paragon City,5989,18,old,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,70000000,House
Paragon City,1633,10,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,Yes,Yes,Yes,18000000,House
Paragon City,2722,13,old,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,34000000,House
Paragon City,1361,10,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,Yes,No,Yes,Yes,22000000,House
Paragon City,2722,19,old,2,6,Yes,Yes,Yes,Yes,2,5,Yes,Yes,No,No,Yes,Yes,40000000,House
Paragon City,1089,10,old,2,3,Yes,Yes,no,Yes,1,3,Yes,No,No,Yes,Yes,Yes,12000000,House
Paragon City,2722,13,new,2,5,Yes,Yes,no,Yes,2,5,Yes,No,No,Yes,Yes,Yes,45000000,House
Paragon City,2722,17,new,2,5,Yes,Yes,no,Yes,1,5,Yes,No,No,No,Yes,Yes,35000000,House
Paragon City,3267,18,old,2,5,no,Yes,no,Yes,2,4,Yes,No,No,No,Yes,Yes,46000000,House
Paragon City,5445,23,old,2,6,no,Yes,no,Yes,2,6,Yes,No,No,No,Yes,Yes,63000000,House
Paragon City,1633,12,old,2,3,no,Yes,no,Yes,1,3,Yes,Yes,No,No,Yes,Yes,20000000,House
Paragon City,5445,8,old,2,5,no,Yes,no,Yes,5,5,Yes,Yes,No,No,Yes,Yes,62000000,House
Thokar,5445,8,old,1,3,no,Yes,no,Yes,1,1,Yes,Yes,No,No,No,Yes,80000000,House
Thokar,21780,10,old,2,5,no,Yes,no,Yes,2,4,Yes,Yes,Yes,Yes,Yes,Yes,230000000,House
Thokar,5445,8,old,2,4,no,Yes,no,Yes,1,4,Yes,Yes,Yes,Yes,Yes,Yes,65000000,House
Thokar,5445,5,old,2,6,no,No,no,No,1,6,Yes,No,No,No,No,Yes,80000000,House
Thokar,5445,5,old,2,6,no,No,no,No,0,6,Yes,Yes,No,Yes,Yes,Yes,82000000,House
Thokar,5445,5,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,8000000,House
Thokar,16335,7,old,2,1,no,Yes,no,Yes,4,10,Yes,Yes,No,No,No,Yes,300000000,House
Thokar,7078,5,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,140000000,House
Thokar,15335,14,old,1,6,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,210000000,House
Thokar,16335,12,old,2,8,no,No,no,No,2,7,Yes,Yes,No,Yes,Yes,Yes,230000000,House
Thokar,10890,8,new,2,7,no,No,no,No,1,7,Yes,Yes,No,Yes,Yes,Yes,160000000,House
Thokar,10890,10,old,2,5,no,No,no,No,1,5,Yes,Yes,No,No,Yes,Yes,1550000000,House
Thokar,8712,5,new,2,8,no,No,no,No,2,6,Yes,Yes,No,Yes,Yes,Yes,160000000,House
Thokar,16335,5,old,1,5,Yes,Yes,no,Yes,1,4,Yes,Yes,No,Yes,Yes,Yes,230000000,House
Thokar,545,2,new,1,1,no,Yes,no,Yes,1,2,Yes,Yes,Yes,No,No,Yes,5000000,House
Thokar,16335,9,new,2,8,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,230000000,House
Thokar,8167,4,old,2,5,Yes,Yes,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,80000000,House
Thokar,2722,1,old,4,2,no,Yes,no,Yes,1,0,Yes,Yes,No,Yes,No,Yes,22200000,House
Thokar,8712,20,old,1,8,Yes,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,160000000,House
Thokar,16335,26,old,2,8,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,230000000,House
Thokar,10890,20,new,2,8,no,Yes,no,No,2,6,Yes,Yes,No,Yes,Yes,Yes,160000000,House
Thokar,8712,21,new,2,9,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,170000000,House
Thokar,16335,28,old,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,240000000,House
Thokar,11434,30,new,2,8,no,Yes,no,Yes,2,7,Yes,Yes,No,Yes,Yes,Yes,165000000,House
Thokar,7078,15,new,1,6,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,No,Yes,100000000,House
Thokar,16335,10,old,2,5,no,Yes,no,Yes,1,5,Yes,Yes,No,Yes,Yes,Yes,240000000,House
Thokar,10890,33,old,3,10,no,Yes,no,Yes,2,9,Yes,Yes,Yes,Yes,Yes,Yes,135000000,House
Thokar,10890,18,old,1,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,170000000,House
Thokar,5445,17,old,2,6,no,Yes,no,No,2,5,Yes,Yes,Yes,No,Yes,Yes,80000000,House
Thokar,4554,19,new,2,7,no,Yes,no,No,2,7,Yes,Yes,Yes,Yes,Yes,Yes,55000000,House
Thokar,2722,10,old,1,4,no,Yes,no,Yes,2,4,Yes,Yes,Yes,Yes,Yes,Yes,33000000,House
Azmir Town,10890,31,old,2,8,no,Yes,no,Yes,3,7,Yes,Yes,No,Yes,Yes,Yes,200000000,House
Azmir Town,16335,20,old,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,Yes,Yes,330000000,House
Azmir Town,10890,18,old,2,6,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,Yes,Yes,110000000,House
Azmir Town,5445,19,old,2,5,no,Yes,no,Yes,1,6,Yes,Yes,No,Yes,Yes,Yes,85000000,House
Azmir Town,13612,20,old,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,No,No,Yes,300000000,House
Azmir Town,6534,20,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,165000000,House
Azmir Town,2450,18,old,2,5,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,Yes,Yes,31000000,House
Azmir Town,10890,16,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,570000000,House
Azmir Town,5445,22,old,1,5,no,Yes,no,Yes,1,5,Yes,Yes,No,No,Yes,Yes,75000000,House
Azmir Town,3267,16,old,2,4,no,Yes,no,Yes,1,3,Yes,Yes,No,Yes,Yes,Yes,55000000,House
Azmir Town,2722,20,old,2,7,no,Yes,no,Yes,1,4,Yes,No,No,No,Yes,Yes,45000000,House
Azmir Town,545,4,old,0,1,no,No,no,No,1,2,Yes,No,No,No,No,Yes,7000000,Flat
Azmir Town,817,4,old,0,1,no,No,no,No,1,2,Yes,No,No,No,No,Yes,6500000,Flat
Azmir Town,8167,20,new,2,6,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,No,Yes,80000000,House
Azmir Town,9801,25,old,2,10,no,Yes,no,Yes,2,12,Yes,Yes,No,Yes,No,Yes,200000000,House
Azmir Town,5445,15,old,2,8,no,Yes,no,Yes,1,9,Yes,Yes,No,Yes,No,Yes,210000000,House
Azmir Town,2722,18,old,2,9,no,Yes,no,Yes,2,8,Yes,Yes,No,No,No,Yes,150000000,House
