Location ,Area,Room,Age,Num of Floor,Wash Room,Basment,Mount,Swimming Pool,Lawn,Kitchen,Bed_Room,Electric Connection,Gas Connection,Corner Plot,Solar System,Commercial,Business & Comminication,Price,Type
Bahria Town,2722,23,new,2,7,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Town,5445,16,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,85000000,House
Bahria Town,2940,24,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Town,545,3,new,3,1,no,Yes,no,Yes,1,1,Yes,Yes,No,Yes,No,Yes,7600000,House
Bahria Town,1261,15,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,15500000,House
Bahria Town,2722,20,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Town,2722,20,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,40000000,House
Bahria Town,1261,17,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,25000000,House
Bahria Town,2722,14,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Town,2178,16,new,2,4,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,No,Yes,23000000,House
Bahria Town,2722,19,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,40000000,House
Bahria Town,2722,13,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Town,2994,20,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Town,2178,13,new,2,3,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Town,10890,16,new,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,150000000,House
Bahria Town,2722,15,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,40000000,House
Bahria Town,1361,11,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,18000000,House
Bahria Town,1361,15,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,17500000,House
Bahria Town,1361,15,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,17500000,House
Bahria Town,2722,20,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,27000000,House
Bahria Town,1361,16,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Town,1361,12,new,2,3,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,17000000,House
Bahria Town,545,3,new,2,1,no,Yes,no,Yes,1,1,Yes,Yes,No,Yes,No,Yes,4500000,House
Bahria Town,2722,24,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,37000000,House
Bahria Town,2722,22,new,2,10,no,Yes,no,Yes,2,8,Yes,Yes,No,Yes,No,Yes,40000000,House
Bahria Town,2722,15,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,40000000,House
Bahria Town,3267,19,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,54000000,House
Bahria Town,2722,24,new,2,7,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,26000000,House
Bahria Town,5445,28,new,2,7,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,110000000,House
Bahria Town,5445,24,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,60000000,House
Bahria Town,2178,16,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Town,1361,15,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Town,2722,23,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,36500000,House
Bahria Town,2722,18,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,36000000,House
Bahria Town,1361,20,new,2,5,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,17000000,House
Bahria Town,381,3,new,2,1,no,Yes,no,Yes,1,1,Yes,Yes,No,Yes,No,Yes,4500000,House
Bahria Town,2940,18,new,2,8,no,Yes,no,Yes,3,7,Yes,Yes,No,Yes,No,Yes,40000000,House
Bahria Town,2722,24,new,2,7,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Town,1361,19,new,2,5,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,15000000,House
Bahria Town,1633,15,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,Yes,Yes,No,Yes,25000000,House
Bahria Town,1090,5,new,2,2,no,Yes,no,Yes,1,2,Yes,Yes,No,Yes,No,Yes,6800000,House
Bahria Town,762,6,old,2,2,no,Yes,no,Yes,1,2,Yes,Yes,No,Yes,No,Yes,8000000,House
Bahria Town,953,5,new,2,2,no,Yes,no,Yes,1,2,Yes,Yes,No,Yes,No,Yes,10000000,House
Bahria Town,1633,11,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,25000000,House
Bahria Town,1316,16,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Town,1361,20,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,22500000,House
Bahria Town,1633,11,new,2,3,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Town,2178,20,old,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,20000000,House
Lalazaar ,545,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,Yes,Yes,7000000,House
Lalazaar ,953,11,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,10000000,House
Lalazaar ,1090,11,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,10000000,House
Lalazaar ,953,15,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9200000,House
Lalazaar ,817,13,new,3,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9000000,House
Lalazaar ,817,13,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9000000,House
Lalazaar ,454,10,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,8000000,House
Lalazaar ,545,10,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,7500000,House
Lalazaar ,817,13,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9200000,House
Lalazaar ,817,13,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9200000,House
Lalazaar ,817,13,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9200000,House
Lalazaar ,1090,20,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,13000000,House
Lalazaar ,545,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6000000,House
Lalazaar ,545,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6000000,House
Lalazaar ,681,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6500000,House
Lalazaar ,681,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6500000,House
Lalazaar ,681,8,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,7000000,House
Lalazaar ,817,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9000000,House
Lalazaar ,817,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9000000,House
Lalazaar ,817,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9000000,House
Lalazaar ,409,7,new,2,3,no,Yes,no,No,1,3,Yes,Yes,No,Yes,No,Yes,4500000,House
Lalazaar ,409,7,new,2,3,no,Yes,no,No,1,3,Yes,Yes,No,Yes,No,Yes,4500000,House
Bahria Orchard,2722,25,new,2,7,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,Yes,Yes,27000000,House
Bahria Orchard,1361,22,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,15000000,House
Bahria Orchard,2178,23,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Orchard,1361,7,new,2,2,no,Yes,no,Yes,1,2,Yes,Yes,No,Yes,No,Yes,14000000,House
Bahria Orchard,2722,17,new,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,35000000,House
Bahria Orchard,2178,18,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,23000000,House
Bahria Orchard,2722,15,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,40000000,House
Bahria Orchard,763,13,new,1,1,no,Yes,no,Yes,1,1,Yes,Yes,No,Yes,No,Yes,8300000,House
Bahria Orchard,1261,5,new,2,2,no,Yes,no,Yes,1,2,Yes,Yes,No,Yes,No,Yes,4000000,House
Bahria Orchard,1361,10,new,2,3,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,15000000,House
Bahria Orchard,2178,20,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,25000000,House
Bahria Orchard,2722,24,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,30000000,House
Bahria Orchard,2178,17,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Orchard,2178,17,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,19800000,House
Bahria Orchard,1361,16,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,14000000,House
Bahria Orchard,2178,11,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,21000000,House
Bahria Orchard,2178,17,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,20000000,House
Bahria Orchard,1361,7,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,16500000,House
Bahria Orchard,1905,15,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,26000000,House
Bahria Orchard,2722,18,new,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,35000000,House
Bahria Orchard,1361,14,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,16500000,House
Bahria Orchard,1361,16,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,13500000,House
Bahria Orchard,1361,15,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,17500000,House
Bahria Orchard,2722,17,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,17500000,House
Bahria Orchard,2722,18,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,30000000,House
Park View ,2722,15,new,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,25000000,House
Park View ,1361,13,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,20000000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,20000000,House
Park View ,1361,11,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,14500000,House
Park View ,1361,13,new,3,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,12500000,House
Park View ,1361,10,new,2,3,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,20000000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,20000000,House
Park View ,1361,13,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,17500000,House
Park View ,1361,19,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,14000000,House
Park View ,1361,14,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,14500000,House
Park View ,1633,16,new,3,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,12500000,House
Park View ,2722,21,new,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,40000000,House
Park View ,2722,16,new,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,40000000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,20000000,House
Park View ,1361,22,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,17500000,House
Park View ,1361,13,new,2,5,no,Yes,no,Yes,1,4,Yes,Yes,No,Yes,No,Yes,15500000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,17500000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,15500000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,15300000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,16000000,House
Park View ,1633,15,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,20000000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,1361,14,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,17500000,House
Park View ,1361,14,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,17500000,House
Park View ,1361,15,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,17500000,House
Park View ,1361,11,new,2,3,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,1361,14,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,15500000,House
Park View ,1361,11,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,16000000,House
Park View ,2722,17,new,2,5,no,Yes,no,Yes,2,5,Yes,Yes,No,Yes,No,Yes,32500000,House
Park View ,1361,12,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,16000000,House
Park View ,1361,14,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,14200000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,1449,14,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,23000000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,13000000,House
Park View ,1361,14,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,2722,18,new,2,6,no,Yes,no,Yes,2,6,Yes,Yes,No,Yes,No,Yes,30000000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,15000000,House
Park View ,1361,14,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,15500000,House
Park View ,1361,14,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,14500000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,Yes,Yes,No,Yes,14500000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,1361,15,old,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,1361,12,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,No,Yes,No,Yes,18000000,House
Park View ,1361,19,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18500000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,17500000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,14000000,House
Park View ,1361,13,new,2,4,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,16500000,House
Park View ,1361,15,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,16500000,House
Park View ,1361,15,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,18700000,House
Park View ,1361,15,new,2,5,no,Yes,no,Yes,2,4,Yes,Yes,No,Yes,No,Yes,9000000,House
Ferozpur,817,7,new,2,3,no,Yes,no,No,1,2,Yes,Yes,No,Yes,No,Yes,4500000,House
Ferozpur,1633,11,new,1,4,no,Yes,no,No,1,3,Yes,Yes,No,Yes,No,Yes,6000000,House
Ferozpur,119790,6,new,1,1,no,No,Yes,Yes,1,4,Yes,No,No,No,No,No,120000000,House
Ferozpur,817,10,new,2,4,no,Yes,no,No,1,3,Yes,Yes,No,No,No,No,6800000,House
Ferozpur,953,10,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,No,No,No,8400000,House
Ferozpur,1361,17,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,15500000,House
Ferozpur,1261,15,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,16000000,House
Ferozpur,1261,14,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,15200000,House
Ferozpur,681,4,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,4600000,House
Ferozpur,1225,4,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,6500000,House
Ferozpur,817,9,new,3,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,10000000,House
Ferozpur,953,11,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,11500000,House
Ferozpur,1361,12,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,16500000,House
Ferozpur,1361,12,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,10000000,House
Ferozpur,1225,6,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,6500000,House
Ferozpur,545,15,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,445000000,House
Ferozpur,490,6,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,5000000,House
Ferozpur,1361,12,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,16500000,House
Ferozpur,681,11,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6000000,House
Ferozpur,1361,11,new,2,3,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,8500000,House
Ferozpur,1225,8,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,8500000,House
Ferozpur,1225,9,new,2,2,no,Yes,no,No,2,2,Yes,Yes,No,Yes,No,Yes,6500000,House
Ferozpur,817,13,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6800000,House
Ferozpur,545,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,5000000,House
Ferozpur,817,6,new,2,2,no,Yes,no,No,2,1,Yes,Yes,No,Yes,No,Yes,4000000,House
Ferozpur,1361,14,new,2,6,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,15000000,House
Ferozpur,817,18,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,6350000,House
Ferozpur,817,19,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,7300000,House
Multan Road,1089,15,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,11700000,House
Multan Road,545,14,new,2,3,no,Yes,no,No,1,3,Yes,Yes,No,Yes,No,Yes,7500000,House
Multan Road,817,7,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,4000000,House
Multan Road,681,8,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,6000000,House
Multan Road,1361,21,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,13500000,House
Multan Road,1633,22,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,17000000,House
Multan Road,2994,21,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,18500000,House
Multan Road,681,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,8000000,House
Multan Road,681,17,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,8000000,House
Multan Road,1361,20,new,2,5,no,Yes,no,No,2,5,Yes,Yes,No,Yes,No,Yes,12500000,House
Multan Road,681,19,new,2,4,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,9000000,House
Multan Road,844,12,new,2,5,no,Yes,no,No,2,4,Yes,Yes,No,Yes,No,Yes,10000000,House
Multan Road,1361,8,new,2,3,no,Yes,no,No,2,2,Yes,Yes,Yes,Yes,No,Yes,22500000,House
Multan Road,1361,9,new,2,2,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,22500000,House
Multan Road,1361,13,old,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,19500000,House
Multan Road,817,9,new,2,1,no,Yes,no,No,1,1,Yes,Yes,No,Yes,No,Yes,3500000,House
Multan Road,817,18,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,9000000,House
Multan Road,953,8,new,2,2,no,Yes,no,No,1,2,Yes,Yes,No,Yes,No,Yes,4000000,House
Multan Road,817,4,new,2,1,no,Yes,no,No,1,1,Yes,Yes,No,Yes,No,Yes,3700000,House
Multan Road,409,3,new,2,1,no,Yes,no,No,1,1,Yes,Yes,No,Yes,No,Yes,2600000,House
Multan Road,681,9,new,2,4,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,7800000,House
Multan Road,817,9,new,2,3,no,Yes,no,No,2,3,Yes,Yes,No,Yes,No,Yes,5500000,House
Formanites,2723,19,new,2,6,no,Yes,no,Yes,2,5,Yes,Yes,Yes,Yes,No,Yes,37000000,House
Formanites,1362,13,new,2,4,no,Yes,no,Yes,2,3,Yes,Yes,Yes,Yes,No,Yes,17500000,House
Formanites,2723,24,new,2,6,no,Yes,no,Yes,2,7,Yes,Yes,Yes,Yes,No,Yes,26500000,House
